managingagency,projectid,description,citycost,noncitycost,totalcost
850,RWM016,RETAINING WALL - RIVERSIDE DR (NB) TO GEORGE WASHINGTON BR,540000,0,540000
846,P-6COMP16,"FY16 Purchase of 1,100 PCs",540000,0,540000
846,P-400ZO20,Queens Zoo - Concessions Roof Replacement,540000,0,540000
846,P-409FPO2,FOREST PK RC OVERLOOK Q015-113M,539000,0,539000
846,P-1PELDOG,Pelham Parkway Dog Run (X002-,539000,0,539000
846,P-1CROT68,MULLALY PARK - SKATE BUILDING X034-207M,538000,0,538000
850,LNXEA08CP,CLASONS POINT: HVAC,538000,0,538000
57,ACEFDN502,FDNY - HIGH EFFICIENCY RTU REPLACEMENTS,537000,0,537000
841,HWKFECI01,Energy Conservation Initiatives - Hamillton Admin Building,537000,0,537000
858,DOIT5VOIC,DoITT Citywide VoIP Implementation Phase 2,535000,0,535000
42,HS043-011,Hostos CC - 500 Grand Concourse Renovations,535000,0,535000
850,HWXFPLZA,FORDHAM PLAZA PHASE A,535000,0,535000
806,R37AVEB,37 Avenue B HDFC,534000,0,534000
42,KG001-088,Site: Marina Site Reparation,534000,0,534000
850,SEQ200580,CULVERT IN 147 AV - 235 ST AND 232 ST,534000,0,534000
850,HLDNTHEIN,THE INSTITUTE FOR FAMILY HEALTH - STEVENSON FAMILY H.C.,534000,0,534000
801,HL99BEDFC,FA - Construction of Bed-Stuy Family Health Center,533000,0,533000
111,OMB8LANU,OMB - LAN Upgrade,533000,0,533000
846,P-5WPPLGR,Wolf Pond Pk Plgr R031-115M,532000,0,532000
846,SANDY6-19,Two Park Shoreline Protection,53000,479000,532000
850,SER002320,SAN & STRM SWR IN DAHLIA ST B/T ROSEDALE AV & DEAD END ETC,531000,0,531000
126,PV466-QT2,Queens Theatre in the Park Sound System Upgrade,530000,0,530000
850,HH112POTV,POWERS FAMILY RESIDENCE HH115 CCTV,530000,0,530000
841,TD19-9926,Intercity Bus Stop Permitting System,529000,0,529000
846,P-105GAPL,Grand Avenue playground - reconstruct garden X244-11,529000,0,529000
841,TF503MM1,MULTI-MODAL DECORATIVE LIGHTING PEN,0,529000,529000
96,HR2588AVF,Outfitting of 165-08 88th Ave 8th floor,0,528000,528000
827,S136-443,Electric Upgrades at Garages & Electric Vehicle Chargers,527000,0,527000
850,SEK002380,"Combined relief sewer & WM replac. at 7ST B/T 3 & 4 AV,",525000,0,525000
111,PO187ROBO,IROBOT 510 MULTIMISSION ROBOT,525000,0,525000
846,P-103CGJF,CS-134 - Fence and Water Supply - XG-313M,525000,0,525000
801,CSLIFELIN,LIFELINE CENTER FOR CHILD DEVELOPMENT RENOVATIONS,525000,0,525000
126,PV040ELEV,FTH - Flushing Town Hall Elevator Replacement,525000,0,525000
850,LBC14ARHC,ARLINGTON BOILER REPLACEMENT,524000,0,524000
850,SEQ002583,SANITARY SEWERS IN B 54 ST - ALMEDA AV & B CHANNEL DR,524000,0,524000
111,PO187-32,COMPUTERIZED RECORDS ARCHIVING SYSTEM,522000,0,522000
850,HWPLZ010K,FOWLER SQUARE PLAZA,522000,0,522000
850,MED-621,Water main replacement in West 175th Street between Broa,521000,0,521000
850,SEQ200527,STRM SWR EXT @ 128 ST,521000,0,521000
856,CO278RF,360 ADAMS STREET - ROOF,521000,0,521000
841,GEHD-2013,HIGHWAY & PARK DISTRIBUTION FY14,0,520000,520000
72,C75KTRAIL,K-9 TRAILERS,520000,0,520000
846,P-5PLG13B,FY13 SI Plgrd Req Basketball & Hockey Rink RC (RG-1013M),520000,0,520000
858,DOIT4EXEX,DoITT ACS and DEP Email Migration Project,519000,0,519000
850,PV467LIN,FTH - Linden Place Parking Lot,519000,0,519000
57,F109RACK4,RACK TRUCKS,519000,0,519000
850,SEQ002693,"Combined sewer and watermain replacements at Penelope Ave.,",518000,0,518000
111,DOT4DASH,DOT DASH 2.0 for HIQA,518000,0,518000
96,HR120DWRH,DATA WAREHOUSE,254000,264000,518000
846,P-4PLG15D,FY15 Queens Plgrd Multisite QG-415M,518000,0,518000
826,BCS-AMR,Automatic Meter Readers,518000,0,518000
841,TFWHSBSRT,SBS - Real Time Totem Signs,517000,0,517000
846,P-3GMROOF,GRACIE MANSION ROOF & MISC SITEWORK RC M081-111M,516000,0,516000
858,DOIT6NICN,DoITT NYCICN,516000,0,516000
846,P-1PNYFL5,"Coop City ballfield, - paths, bleacher and green area",515000,0,515000
850,HLRNRSIUH,Staten Island University Hospital - Equipment Purchases,515000,0,515000
850,SE-809,STORM & SAN SEWERS IN N.B WHITESTONE EXPWY SERV RD PHASE 1,515000,0,515000
111,PO185-TOW,FORKLIFTS FOR NYPD AUTO POUNDS,515000,0,515000
38,LBC10SWIT,SYSTEMWIDE - Self Check Project/ABC Upgrade Project,514000,0,514000
39,LQBPRENOV,BAISLEY PARK RENOVATION,514000,0,514000
850,LNCA13CCL,COUNTEE CULLEN: Boiler,513000,0,513000
856,PWMN80PIT,"Grand Street Settlement, Inc.: 80 Pitt Street Renovation",513000,0,513000
801,YWHA92,YM YWHA dba 92nd Street Y,513000,0,513000
801,BSCAH,FA - Bedstuy Campaign Against Hunger 20-093485-R7367,513000,0,513000
801,AGDSNAP3,SERVICES NOW FOR ADULT PERSONS INC.,513000,0,513000
96,HRQNOUTRH,Outreach Dvlp Res Facility,513000,0,513000
850,PWK471GJC,COMMUNITY SOLUTIONS GREG JACKSON CENTER FOR BROWNSVILLE,513000,0,513000
801,ABDWOOD,WOODSTOCK HDFC FOR SENIOR CITIZENS,513000,0,513000
841,TF18-2020,STEINWAY #1&2 MUNICIPAL PARKING FIELDS,513000,0,513000
850,HLQNFLUSH,FLUSHING HOSPITAL,513000,0,513000
42,YC005-010,Emergency Ops Infrastructure Upgrade,513000,0,513000
801,PWDMISSIV,Mission of Immaculate Virgin for Protection,512000,0,512000
801,PWKNBKLEG,Brooklyn Legal Services Corp,512000,0,512000
846,P-2CPITBP,CPI Ph1 - Thomas Boyland Park,512000,0,512000
801,HL82MED,NY Academy of Medicine,512000,0,512000
111,CCN5UPGR,City Council Finance IT Infrastructure Upgrade,512000,0,512000
801,CSDPLAY,Lifeline Center for Child Development,512000,0,512000
846,P-200884L,Prospect Park Zoo - Amur Leopard exhibit,511000,0,511000
806,WEST143,West 143rd St HDFC,511000,0,511000
111,PO187-PH6,GENERAL ACCESS MINI LAB,511000,0,511000
850,SE-798,STRM & SAN SWR IN ROBINSON AV B/T HYLAN BLVD & US BULKHEAD,507000,4000,511000
111,CITYRFRSH,911 Technology Refresh IFA,511000,0,511000
850,SER200238,STORM & SAN SEWERS IN CUBA AV B/T NEW DORP LA & ISERNIA AV,511000,0,511000
827,S136-251G,CRS Emergency Lighting,510000,0,510000
850,HL98HSS,HOSPITAL FOR SPECIAL SURGERY -EQUIPMENT,510000,0,510000
846,P-6PNYR35,"PlaNYC - Reforestation Bx,Mnt & Que FY17-25 (CNYG-3716M)",510000,0,510000
801,AGDELMCOR,Elmcor Youth and Adult Activities,510000,0,510000
850,TAVREH,Tavern on the Green Structure,510000,0,510000
39,LQD122VEN,VENDING MACHINES,510000,0,510000
42,ST032-015,Media Culture Screening Room,510000,0,510000
856,ACEFIT601,FIT - EXTERIOR DUCT REPLACMENT-GOLDMAN CTR,510000,0,510000
846,P-1CROT03,SOUNDVIEW TO FERRY POINT GREENWAY XG-1105M,509000,0,509000
801,GREENPNT,Greenpoint Waterfront Esplanade,102000,407000,509000
846,P-1PLG13A,Multi-site Requirements Bronx Playgrounds (XG-315M),509000,0,509000
826,NC-40,RECONSTRUCTION OF MANHATTAN PUMP STATION,508000,0,508000
850,PV540-WEP,MOMA - Museum of Modern Art West End Proj.Gallery Expansion,508000,0,508000
846,P-501CEDG,CEDAR GROVE RESTORATION,508000,0,508000
850,HH115JWTV,JAMAICA FAMILY SHELTER CCTV,507000,0,507000
819,11201601,BELLEVUE: REPLACE TWO INDOOR COOLING TOWERS,505000,0,505000
850,SER002275,SANITARY SEWERS IN LAMONT AV - NIPPON AV AND DELMAR AV,505000,0,505000
57,F109PURPK,PURPLE K UNIT,505000,0,505000
856,PW326MHLS,"OCA RELOCATION OF MHLS ADMININSTRATORS 1 METROTECH, 3RD FL",504000,0,504000
72,C75WATCH,Watch Tour System,503000,0,503000
801,AGD SHAN,FA - CPC Nan Shan Center Expansion,503000,0,503000
850,PWDNNORTN,NORTHERN MANHATTAN IMPROVEMENT CORP.,503000,0,503000
846,P-412RKM2,RUFUS KING MANOR MUSEUM,503000,0,503000
42,CA202MC01,ADA BATHROOM UPGRADES FOR BMCC,503000,0,503000
846,P-111RVC1,River Avenue Park comfort station,502000,0,502000
846,P-502NDPK,NEW DORP BEACH (126 CEDAR GROVE AVE) KITCHEN RC,502000,0,502000
846,P-6CWTEL,TELECOMMUNICATIONS UPGRADE,501000,0,501000
826,RESV-BRDG,"RECONST RESERVOIR BRIDGES, UPSTATE",501000,0,501000
850,HL82BETH1,BETH ISRAEL KINGS HWY HOSPITAL,501000,0,501000
846,P-202BWAR,BROOKLYN WAR MEMORIAL RC B113,500000,0,500000
806,RBSHEP172,1590 East 172nd Street - Bronx Shepherds,500000,0,500000
826,SANDMTR,"Water MTR purchases, replacements due to Hurricane Sandy",50000,450000,500000
846,P-5PL15A4,$1Contract-Conference House Pk-ADA at Visitor Ct WO4 RG-215,500000,0,500000
801,ACQ-HOMES,Home Street Site Acquisition,500000,0,500000
126,PV525ROOF,"SMH - Studio Museum in Harlem, Roof Replacement",500000,0,500000
846,P-6PNYR34,"PlaNYC - Reforestatiob Bk,Que,& SI FY17-25 (CNYG-3816M)",500000,0,500000
998,SIARRSYS,Staten Island Arrival System,500000,0,500000
826,CAT-184,DESIGN FOR CONSTRUCTION OF CATSKILL DISTRICT FACILITIES,500000,0,500000
850,PARKER,"Parker Jewish Institute, Queens",500000,0,500000
806,NCEDAR,RBSC 48 Cedar St,500000,0,500000
111,PO187-36,HASHIMOTO 2 COLOR PERFECTOR PRESS,500000,0,500000
806,CSXN017CC,FA - Mid-Bronx Childcare/Community Center,500000,0,500000
846,P-202CUYG,Cuyler Gore Park - Reconstruction,500000,0,500000
806,N1828VYSE,"1828 Vyse Avenue, Bronx - HOGAR",500000,0,500000
846,P-104NELP,Nelson Playground Reconstruction,500000,0,500000
850,RED-377,"Distribution water main extensions/replacements;",500000,0,500000
806,HAM17CLTV,COLLEGE AVENUE -EAST 165TH STREET SECURITY CAMERAS,500000,0,500000
42,ME036-016,Instructional Technology and Equipment,500000,0,500000
806,HAWK,High Hawk LLC,500000,0,500000
806,THESSA,Thessalonia Manor,500000,0,500000
806,TILDENI,Tilden Towers I - Misc. Projects,500000,0,500000
850,HLRNRUMC,Richmond University Medical Center Operating Room Equipment,500000,0,500000
826,PR-140-L,PRIMARY IMPROVEMENTS OF PORT RICHMOND WPCP,500000,0,500000
801,PV072EMPR,BHS - Brooklyn Historical Society Sattelite Gallery at EMPI,500000,0,500000
850,HLDNRICHU,RICHMOND UNIVERSITY MEDICAL CENTER - ULTRASOUND SYSTEM,500000,0,500000
819,12201101,GOUVERNEUR: EXPAND ADULT MEDICINE CLINIC,500000,0,500000
806,KINGSBAY2,"Kings Bay II - 2533 Batchelder St., Brooklyn",500000,0,500000
801,BNYCUMBER,BNYDC - Cumberland Packing Corp.,500000,0,500000
801,HLKNICL,Institute for Community Living Building Construction,500000,0,500000
126,PV341SIPA,Staten Island Historical Society Security System and PA,500000,0,500000
826,DEL-395,DELAWARE CHAMBERS HVAC IMPROVEMENT,500000,0,500000
806,BULGER,BULGER CENTER FOR COMMUNITY LIFE,500000,0,500000
39,LQPOMHVAC,POMONOK - HVAC System Replacement,500000,0,500000
826,CRO-374,"RECONSTRUCT ROADS, EAST-OF-HUDSON DISTRICT",500000,0,500000
826,CAT-177,RECONSTRUCTION OF (9) ASHOKAN RESERVOIR BRIDGES,500000,0,500000
806,HAM15MOGD,METRO NORTH PLAZA DAY CARE CENTER PLAYGROUND RENOVATION,500000,0,500000
806,HAM17BASK,BASKETBALL COURTS RENOVATION AT ADAMS HOUSES,500000,0,500000
801,CALAYMCA,FA - YMCA Catalpa,500000,0,500000
841,HWD10111,Intersection Safety Improvements Ocean Parkway & Ave Z,500000,0,500000
38,LBC17TECH,SYSTEMWIDE - Techmobile Purchase,500000,0,500000
846,P-111ZIMP,Zimmerman Playground Basketball Court Recon.,500000,0,500000
806,NARTHUR,"ARTHUR AVENUE RESIDENCE - CUCS 2116-28 ARTHUR AVE., BRONX",500000,0,500000
826,BB-223-L,REPLACE DEWATERING HVAC & ODOR CONTROL SYSTEMS @ BOWERY BAY,500000,0,500000
846,P-413WGPF,WILLIAM GUNN PLAYGROUND EXPANSION,500000,0,500000
42,CA052-017,Flushing Immigration Center,500000,0,500000
846,P-401APDF,Astoria Park Drinking Fountain,500000,0,500000
850,HL99NYHQ,NEW YORK HOSPITAL QUEENS,500000,0,500000
850,PV467JCM5,JCM - Jewish Children's Museum Phase 5 4th Floor Exhibitory,500000,0,500000
801,PWDSEPHYC,Sephardic Community Youth Center -- Community Center-Secu,500000,0,500000
850,SEQ002699,Catch Basin Project #34 at various locations of Queens,500000,0,500000
806,HAM17HHPL,HAMMEL HOUSES PLAYGROUND UPGRADES,500000,0,500000
801,HRDN889,University Settlement Boiler Project,500000,0,500000
801,PWQ9YMCA,FA - 69-02 64th St. Ridgewood YMCA Reconstruction,500000,0,500000
801,PWDGREENW,"GREENWICH HOUSE, INC. - Community Center Renovation",500000,0,500000
806,RABRAHAM3,ABRAHAM RESIDENCE III,500000,0,500000
846,P-209MAST,MAPLE STREET GARDEN ACQUISITION: PURCHASE OF COMMUNITY,500000,0,500000
806,QPARTNER,"NYC PARTNERSHIP HOUSING DEVELOPMENT FUND COMPANY, INC:",500000,0,500000
111,OPA8LANU,OPA Local Area Network Upgrade,500000,0,500000
841,HWD10325,Median Resurfacing and Beautification along Cross Bay Blvd,500000,0,500000
826,WI-263-L,RECONSTRUCT COLLECTION FACILITY NORTH/MOBILIZATION FACILITY,500000,0,500000
846,P-3MARGPK,"Marcus Garvey Park , Manhattan",500000,0,500000
846,P-104HPRM,Highbridge Greenway promenade,500000,0,500000
801,FABARGEHP,FA Barge Replacement - Hunts Point 5307,500000,0,500000
806,KSELFHELP,"SELFHELP COMMUNITY SERVICES, INC: RENOVATIONS",500000,0,500000
111,CCN7HDTV,Channel 13 WNET HDTV Upgrade,500000,0,500000
806,LACENT,407 Lenox Ave,500000,0,500000
806,NSENDA,"SOBRO - SENDA APARTMENTS - 506 - 510 BROOK AVENUE, BRONX",500000,0,500000
846,P-3WAGNER,"Wagner Playground, Manhattan",500000,0,500000
42,BX036-016,Gould Memorial Library and Cupola Restoration,500000,0,500000
846,P-407VELO,KISENNA VALLEY PK RC VELODROME,500000,0,500000
96,HRKN153,FIAO - Pre-K room,500000,0,500000
806,RBECKING,BEC NEW COMMUNITIES - 122 KINGSTON AVE,500000,0,500000
806,NFORDHAM,Fordham Bedford - 2850 Marion Avenue,500000,0,500000
806,RBRHEIN,RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL,500000,0,500000
126,PV834GSMT,The General Society of Mechanics and Tradesmen-Skylight/Roo,500000,0,500000
846,P-104BRPG,Bridge Playground - Seating Area Renovation,500000,0,500000
806,HAM16LXSE,LEXINGTON HOUSES ADDITIONAL SECURITY CAMERAS,500000,0,500000
806,ODELL,ODELL CLARKE PLACE MIXED INCOME HSG./ ABYSSINIAN DEV CORP,500000,0,500000
806,RABCE116,ASSOCIATION TO BENEFIT CHILDREN - 318 E 116TH ST,500000,0,500000
806,NE203ST,"412-414 E. 203rd Street, Bronx, NY - L&M PARTNERS",500000,0,500000
846,P-304DWIT,De Witt Clinton Park,500000,0,500000
846,P-414RBLT,Rockaway Beach Pre-Fab Lifequard Trailer Q164-115MA,500000,0,500000
801,NDF-CCIMP,NDF - Commercial Corridor Improvements,500000,0,500000
806,HAM17SHSC,SHELTON HOUSES INSTALLATION OF SECURITY CAMERAS,500000,0,500000
42,CC027-014,Max Bond Center,500000,0,500000
42,YC050-015,Classroom Expansion Upgrade and Equipment,500000,0,500000
801,HL99CUMC,COLUMBIA UNIVERSITY Pediatric Dental Clinic,500000,0,500000
841,HWD10113,Street Reconstruction in Community Board 14,500000,0,500000
806,HAM17MNTV,MONROE HOUSES SECURITY CAMERAS,500000,0,500000
806,NVIAVERDE,VIA VERDE - PHIPPS HOUSES,500000,0,500000
806,N4275PARK,Park House - Common Ground Community II HDFC,500000,0,500000
841,HWD10216,Walk of Fame -- Walk of Fame installation in CD 8,500000,0,500000
801,HLDNNYAC,New York Families for Autistic Children Renovation,500000,0,500000
57,F109BUC17,BUCKET TRUCK,500000,0,500000
841,HWDMM011,Union Street Beautification,500000,0,500000
826,CI-PLANT,CONEY ISLAND PLANT CONSTRUCTION (SEE CI-20),500000,0,500000
42,GR012-011,Green Roof / Space Conversion,500000,0,500000
806,EDWING,"Edwin Gould Residence - 55-69 East 110th Street, Manh",500000,0,500000
806,HAM16HOSC,ADDITIONAL SECURITY CAMERAS AT HOLMES TOWERS,500000,0,500000
806,HAM17BPSC,BAISLEY PARK INSTALLATION OF SECURITY CAMERAS,500000,0,500000
42,ST036-017,Soccer Field Renovation,500000,0,500000
126,PV655-VIS,QCFM - Queens County Farm Museum Visitor Center,500000,0,500000
846,P-412NAUT,Nautilus Playground,500000,0,500000
801,JULIABREN,JULIA DE BURGOS CULTURAL CENTER RENOVATIONS,500000,0,500000
850,HL82ALEIN,ALBERT EINSTEIN COLLEGE OF MEDICINE,500000,0,500000
806,HAM17BLBC,BLAND HOUSES BASKETBALL COURTS,500000,0,500000
846,P-411C567,Udall's Cove Land Acquisition,500000,0,500000
846,P-3PB2016,"Playground Upgrades, Manhattan",500000,0,500000
801,SPUDBARGE,69th Street Pier Reconstruction - Spud Barge,500000,0,500000
806,RBRYANT,"1553-55 Bryant Avenue, Bronx",500000,0,500000
806,KFIFTHAVE,"FIFTH AVE COMMITTEE, INC: SUNSET PARK SENIOR HOUSING AN",500000,0,500000
42,CL018-015,Trial Practice Room,500000,0,500000
42,GR018-015,Library Renovations,500000,0,500000
841,HWR920,Huguenot Park N Ride,500000,0,500000
801,GRANDAVEE,Grand Ave. Commercial Revitalization,500000,0,500000
806,HAM17SATV,SAMUEL HOUSES SECURITY CAMERAS,500000,0,500000
126,PVN194-RR,Intrepid Museum Renovation of Public Restrooms,500000,0,500000
850,PV002CULT,"Culture Shed, Construction",500000,0,500000
806,CANNON,Cannon Heights Inc,500000,0,500000
806,NDF-FIOPL,NDF - Fiorentino Plaza Playground Improvements,500000,0,500000
846,P-4LTLBSH,Little Bush Park Playground R/C,500000,0,500000
806,HAM16PASC,CCTV (CAMERA) INSTALLATION AT PALMETTO GARDENS,500000,0,500000
801,AGDALZEIM,FA - Alzheimers Foundation of Staten Island,500000,0,500000
850,PWDNPROME,PROMESA INC. - LOISIDA COMMUNITY CENTER,500000,0,500000
846,P-200LNGM,PP- Long Meadow Ballfields- Ren. ballfield,500000,0,500000
126,PV291-NM4,Incubator Workspace,500000,0,500000
111,PO163-MP5,BMS ASSET TRACKER,500000,0,500000
39,LQMAROOF,MASPETH ROOF,500000,0,500000
806,HAM16AMBL,AMSTERDAM HOUSES BARRELS PLAYGROUND RENO,500000,0,500000
850,PWMNNORTH,NORTHERN MAN. IMPROVEMENT CORP - PROVIDE EQPT FOR NEW SPACE,500000,0,500000
39,LQMA-HVAC,MASPETH - HVAC,500000,0,500000
806,KLINDENP,BROWNSVILLE LINDEN PLAZA LLC (NYC PARTNERSHIP HOUSING DEV.,500000,0,500000
846,P-308JFWK,John Finley Walk Esplanade Improvements,500000,0,500000
806,XRADSON,Radson Development/MLK Plaza 869 E 147th Street,500000,0,500000
42,CA045-015,CUNY TV - Studio Upgrades,500000,0,500000
42,HU036-017,Black Box Renovation,500000,0,500000
841,HWD10326,Long Island City Bikeway Improvements,500000,0,500000
846,P-4SAND03,SANDY - Spring Creek Reforestation CNYG-316M,0,500000,500000
819,34200840,QHC: PURCHASE DIGITAL MAMMOGRAPHY UNIT,500000,0,500000
806,HAM17HOTW,HOWARD HOUSES TECHNOLOGY AND WELLNESS HUB,500000,0,500000
42,GR014-013,Classroom Development Project (9th Floor),500000,0,500000
826,PR-131-L,RECONSTRUCTION OF SLUDGE THICKENER AT PORT RICHMOND WPCP,500000,0,500000
846,SANDY3-11,SANDY-Vietnam Vet. Plaza Lighting Type 3,50000,450000,500000
850,HLMNYORKK,NEW YORK PRESBYTERIAN HOSPITAL,500000,0,500000
801,MYRTLEBK,Myrtle Ave Acquisition,500000,0,500000
806,HAM17WGPA,WAGNER HOUSES PLAY AREA UPGRADE,500000,0,500000
126,PV247PC97,LESTM - 97 Orchard Street Preservation and Conservation,500000,0,500000
826,SE-TV-14,"TV INSPECTION & RECONSTRUCTION OF SEWERS, CITYWIDE",500000,0,500000
42,BY031-017,Electrical Upgrades,500000,0,500000
846,P-404PKAM,PARK OF THE AMERICAS BATHROOM IMPROVEMENTS RC Q026,500000,0,500000
819,21200901,JACOBI: CONSTRUCT FITNESS CENTER,500000,0,500000
819,26201401,CIH: RELOCATE DATA CENTER TO HIGHER FLOORS,500000,0,500000
806,RBEND,"RIVERBEND HOUSING 2289 FIFTH AVENUE, MANHATTAN",500000,0,500000
819,34201341,QHC: PURCHASE CT SIMULATOR,500000,0,500000
806,HAM17MRPL,MORRIS HOUSES PLAYGROUND RENOVATION,500000,0,500000
801,FOODBANK6,Food Bank for NYC - Hunts Point Food Distribut Improvements,500000,0,500000
846,P-218GERT,Marine Park - Gerritsen Ave. Ped. Path PH 2,0,500000,500000
846,P-200CRSL,PPA- Recon. Carousel,500000,0,500000
806,RBKGARDEN,BROOKLYN GARDENS,500000,0,500000
126,PV205TRM2,NYBG - NY Botanical Garden - CNG Tram Fleet Upgade,500000,0,500000
801,LIUFLEET,Long Island University - Fleet Plaza,500000,0,500000
850,PWD005FS,FORTUNE SOCIETY,500000,0,500000
846,P-304DWCL,DE WITT CLINTON PARK: STAIRCASE RENOVATION,500000,0,500000
826,NR-ER,NORTH RIVER W.P.C.P. EMERGENCY,500000,0,500000
42,LM024-013,Campus-wide Electronic Messaging,500000,0,500000
806,GCONCOUR,BPHN 1800 Grand Concourse,500000,0,500000
39,LQRS-ROOF,ROSEDALE - ROOF,500000,0,500000
801,DMECODOCK,Dyckman Pier -- Ferry Access to Eco-Dock,500000,0,500000
826,EE-HSM,HEALTH AND SAFETY MANAGEMENT SERVICES,499000,0,499000
111,PO185-33A,FUEL TANKER TRUCK,498000,0,498000
850,HLQNFHH05,Forrest Hills Hospital - Equipment Purchase,498000,0,498000
801,HWQP182,Downtown Flushing Pedestrian Project,497000,0,497000
850,HWD005K01,"FULTON ST IMPROVEMENTS AT GREEN AV, HANSEN PL & GATES AV",496000,0,496000
850,HD-161D,GATEWAY ESTATE - PHASE D,496000,0,496000
846,P-2GATEW2,Gateway Estates - Constru. Plgd & comft. stat. B541-115M,496000,0,496000
819,48201542,WOODHULL: PURCHASE TELEMETRY MONITORING SYSTEM,496000,0,496000
806,ELBARRIO,El Barrio's Operation Fightback Inc,496000,0,496000
806,HAM14MLBQ,MILLBROOK HOUSES - TWO BARBEQUE AREAS,495000,0,495000
126,PV831-GGD,Gina Gibney Dance Lighting System and Equipment,495000,0,495000
806,HAM12OCSE,OCEAN BAY APARTMENTS SECURITY SYSTEM,495000,0,495000
850,HWXF2000,1400 WILLIAMSBRIDGE ROAD ROOF AND FACADE,494000,0,494000
819,42201515,MORRISANIA: RENOVATE WOMEN'S HEALTH SERVICES - RADIOLOGY,493000,0,493000
850,SEK002373,"Catch Basin Project #13, and Storm Sewer Ext. at Abbey Ct.",493000,0,493000
806,HAM16L5TV,LES V SECURITY UPGRADES (CCTV'S),492000,0,492000
846,P-2PNYT27,"PlaNYC- FY 16 Street Tree Brooklyn 6,7,10,12, BG-1215M",492000,0,492000
856,RE25VERN,PLATFORM / BULKHEAD REPLACEMENT,492000,0,492000
846,P-1CROT28,JEROME PARK RESERVOIR-RECREATIONAL PATHWAY XG-20000-107M,492000,0,492000
858,DOIT4MOSS,DoITT SharePoint 2013 Upgrade,492000,0,492000
816,CMEFST1,OCME - Replacement of Forensic Statistical Software for FBI,491000,0,491000
819,27201301,CUMBERLAND: RENOVATE PEDIATRIC PRACTICE DEPARTMENT,490000,0,490000
850,SEX-20041,NEW STRM & SAN SWR IN VALHALLA DR B/T SIEGFRIED & LOHENGRIN,490000,0,490000
850,SEN002161,Water main & Sewer work in Broadway b/t Leonard & Cortlandt,489000,0,489000
111,DOIT311P2,DoITT 311 Online Customer Service Integration Phase 2,489000,0,489000
846,P-3TRE16A,"FY 16 Street Tree MANHATTAN, MG-715M",488000,0,488000
846,SANDY6-06,SANDY - S.I. Beaches Protective Measures North RG-813M,50000,438000,488000
806,HAM16WHCC,WHITMAN HOUSES SECURITY CAMERAS,488000,0,488000
846,P-2PRK11A,"MISC. PARKS AND PLAYGROUNDS, BROOKLYN BP, FY08",487000,0,487000
806,HAM16LACV,LAYFAYETTE HOUSES SECURITY CAMERAS,487000,0,487000
846,P-202D17G,SIXTEEN SYCAMORE PK COMFORT STA. FY'10,487000,0,487000
850,PWDNFRANN,ST FRANCIS COLLEGE - SCIENCE EQUIPMENT,487000,0,487000
846,P-5FRESHW,FRESH KILLS OWL HOLLOW FIELDS C/S PLUMBING RG-12450-306M,487000,0,487000
850,SANDHW23,Reconstruction of West 205th Street - Hurricane Sandy,486000,0,486000
42,GR015-013,A/V Component to 9th Floor,485000,0,485000
841,PRKMETER4,Parking Meter Replacement,484000,0,484000
801,HARLMPIER,Harlem Area Piers & Bulkhead Stabilization,178000,306000,484000
846,SANDY2-31,Diamond Point Yacht Club,49000,434000,483000
850,HLDNNYUCH,NYU SCHOOL OF MEDICINE - DNA SEQUENCERS FOR MS RESEARCH,483000,0,483000
846,P-1PELBRV,Pelham parkway -connection to Bronx river greenwayX002-211,0,481000,481000
111,DOIT5TLC,DoITT TLC TIPS,481000,0,481000
846,P-1PNYFL6,PlaNYC - Pelham Bay ballfield lighting X039-114M,481000,0,481000
850,HWP15QLA,Complex Ped Ramps - Landmarks - Queens,480000,0,480000
819,34201342,QHC: REPLACE ANESTHESIA MACHINES,480000,0,480000
56,PO79TD32,TRANSIT DISTRICT 32 ROOF RENOVATION,480000,0,480000
850,PV501-BFS,PS1 - Backflow Preventer System,479000,0,479000
111,PO187-PL4,FOURIER TRANSFORM INFRARED MICROSPECTROMETER,479000,0,479000
846,P-407BHRE,BOWNE HOUSE RESTORATION Q022-110M,303000,176000,479000
846,P-503BHPR,Blue Heron Park - Acquisition,479000,0,479000
850,HLDN42XRA,HOSPITAL FOR SPECIAL SURGERY - X RAY MACHINES,477000,0,477000
56,PO79BMAJG,"46TH, 67TH, 111TH AND 120TH PCT PARKING LOTS",477000,0,477000
806,NCONTELLO,Contello Towers No. 2 - Energy Retrofitting,476000,0,476000
850,PW335ES14,ENVIRONMENTAL PROFESSIONAL SERVICE CONTRACT #14,476000,0,476000
850,LNCA12CSQ,CHATHAM SQUARE - INTERIOR/EXTERIOR RENOVATION,475000,0,475000
846,P-3RIVJOA,"Riverside Park - Joan of Arc Island, Manhatt Riverside Park",475000,0,475000
856,PW77ZK07,BROOKLYN COMMUNITY BOARD 7- 4201 4TH AVENUE,473000,0,473000
850,SANDHW26,Reconstruction of East 10th Road - Hurricane Sandy,91000,382000,473000
850,HLNYPH,NEW YORK PRESBYTERIAN HOSPITAL - NICU bed systems,473000,0,473000
850,HWXS311V1,CLIFFORD PLACE STEP STREET,473000,0,473000
856,PW326DOF2,DOF - WAREHOUSE - 148-19 39 ST,472000,0,472000
841,HWCFECI02,Installation of Solar Panels,472000,0,472000
